251.772,251.737,251.711,251.705,251.695,251.741,251.647,251.623,251.703,251.723,251.729,251.683,251.671,251.609,251.709,251.769,251.673,251.642,251.668,251.7,251.724,251.698,251.682,251.625,251.679,251.695,251.591,251.701,251.709,251.189,251.287,251.598,251.416,250.889,251.558,251.556,251.526,251.68,251.676,251.55,251.559,251.81,251.231,251.953,251.659,251.544,251.098,251.274,251.188,250.554,251.343,251.671,251.67,251.642,251.615,251.712,251.488,251.71,251.416,251.292,251,251.114,251.716,251.349,251.435,251.629,251.103,250.635,250.979,250.978,251.073,251.279,251.024,250.623,250.507,250.935,250.622,251.201,251.13,251.13,251.163,250.626,250.828,251.01,251.302,251.315,251.372,251.562,251.153,250.91,250.904,250.826,251.45,251.23,251.206,251.579,251.617
251.657,251.686,251.701,251.67,251.583,251.515,251.517,251.592,251.636,251.587,251.491,251.512,251.52,251.721,251.727,251.611,251.46,251.552,251.688,251.593,251.461,251.533,251.606,251.756,251.669,251.517,251.474,251.648,251.031,251.351,251.45,250.073,251.391,251.242,250.239,250.444,250.854,249.688,249.326,250.788,250.749,250.582,251.093,250.815,251.481,251.133,251.318,251.048,251.07,251.468,251.263,251.641,251.657,251.759,251.614,251.24,251.488,251.19,251.286,251.312,251.667,251.257,251.035,250.531,250.679,250.384,250.451,250.849,250.99,251.167,250.487,250.88,250.881,250.144,250.414,250.89,251.499,251.215,250.64,250.398,251.031,251.151,251.104,250.763,250.745,251.155,250.696,250.339,250.027,251.221,251.104,250.762,251.05,251.228,251.29,251.499,251.36
251.771,251.736,251.71,251.704,251.698,251.743,251.646,251.622,251.702,251.722,251.732,251.689,251.672,251.616,251.714,251.775,251.684,251.648,251.667,251.699,251.723,251.7,251.681,251.624,251.678,251.697,251.595,251.707,251.724,251.203,251.345,251.662,251.423,250.896,251.572,251.575,251.542,251.691,251.717,251.558,251.562,251.819,251.301,251.961,251.67,251.557,251.11,251.273,251.187,250.553,251.346,251.67,251.669,251.641,251.617,251.714,251.491,251.709,251.415,251.294,251.003,251.113,251.715,251.357,251.446,251.644,251.115,250.64,250.985,250.994,251.11,251.307,251.043,250.637,250.518,250.945,250.62,251.185,251.113,251.115,251.164,250.627,250.828,250.932,251.305,251.324,251.37,251.548,251.147,250.916,250.816,250.823,251.447,251.15,251.116,251.565,251.601
251.674,251.587,251.529,251.512,251.532,251.632,251.352,251.286,251.5,251.562,251.612,251.519,251.43,251.351,251.582,251.751,251.538,251.41,251.42,251.498,251.542,251.513,251.449,251.316,251.461,251.507,251.288,251.592,251.685,250.378,251.087,251.853,250.903,249.7,251.323,251.346,251.264,251.581,251.739,251.221,251.367,251.862,251.033,252.262,251.53,251.21,250.032,250.312,250.153,248.53,250.485,251.451,251.442,251.385,251.33,251.554,250.892,251.552,250.805,250.518,249.816,250.047,251.535,250.735,250.949,251.425,250.082,248.925,249.792,249.866,250.277,250.693,250.186,249.21,248.886,250.034,248.869,250.536,250.313,250.285,250.411,249.064,249.514,250.444,250.718,250.762,250.835,251.345,250.285,249.87,250.188,249.557,251.019,250.846,250.809,251.335,251.357
251.674,251.591,251.533,251.515,251.534,251.632,251.356,251.286,251.503,251.562,251.612,251.519,251.434,251.353,251.584,251.755,251.539,251.414,251.416,251.501,251.546,251.517,251.452,251.322,251.457,251.511,251.288,251.592,251.689,250.371,251.086,251.848,250.905,249.702,251.323,251.342,251.268,251.581,251.698,251.176,251.361,251.859,251.035,252.267,251.533,251.207,249.99,250.363,250.198,248.584,250.534,251.454,251.446,251.392,251.328,251.556,250.929,251.553,250.811,250.52,249.826,250.045,251.535,250.736,250.953,251.436,250.086,248.93,249.795,249.875,250.289,250.703,250.189,249.205,248.885,250.037,248.958,250.541,250.309,250.282,250.408,249.058,249.517,250.438,250.711,250.735,250.799,251.338,250.285,249.874,250.181,249.544,251.012,250.84,250.806,251.325,251.351
251.656,251.686,251.7,251.674,251.587,251.515,251.52,251.59,251.638,251.587,251.495,251.504,251.523,251.72,251.726,251.614,251.457,251.555,251.688,251.593,251.469,251.532,251.617,251.762,251.671,251.521,251.478,251.645,251.021,251.348,251.451,250.014,251.322,251.229,250.228,250.439,250.847,249.676,249.307,250.78,250.748,250.587,251.095,250.815,251.477,251.142,251.324,251.047,251.07,251.472,251.264,251.641,251.662,251.759,251.613,251.243,251.49,251.182,251.286,251.311,251.671,251.244,251.041,250.531,250.701,250.403,250.537,250.858,250.994,251.186,250.509,250.886,250.972,250.23,250.5,250.973,251.508,251.221,250.647,250.413,251.046,251.167,251.125,250.773,250.762,251.169,250.722,250.363,250.056,251.247,251.136,250.782,251.067,251.261,251.324,251.533,251.39
251.491,251.549,251.579,251.557,251.368,251.198,251.348,251.458,251.477,251.343,251.186,251.25,251.351,251.62,251.62,251.415,251.18,251.411,251.557,251.356,251.155,251.248,251.477,251.74,251.54,251.256,251.159,251.537,250.308,250.935,251.164,248.689,251.371,250.738,248.835,249.222,249.993,247.695,246.973,249.911,249.794,249.482,250.383,249.805,251.214,250.515,250.858,250.253,250.306,251.21,250.576,251.564,251.531,251.692,251.412,250.681,251.263,250.602,250.771,250.814,251.55,250.796,250.325,249.42,249.778,249.158,249.911,250.02,250.427,250.792,249.144,249.893,250.756,249.417,249.838,250.646,251.26,250.784,249.638,249.128,250.36,250.605,250.561,249.857,249.79,250.541,249.713,248.845,248.539,250.777,250.553,249.643,250.465,250.832,250.941,251.441,251.147
251.741,251.49,251.302,251.335,251.191,251.567,251.657,251.708,251.618,251.482,251.543,251.657,251.694,251.557,250.774,250.774,251.727,251.58,251.533,251.55,251.668,251.701,251.527,251.076,251.057,251.585,251.535,250.297,250.755,251.463,251.142,251.178,249.542,250.005,250.81,251.607,251.044,251.378,251.398,250.488,250.196,250.965,250.412,248.893,250.774,251.856,251.953,250.734,249.898,252.548,252.008,250.572,250.855,250.378,251.257,251.158,251.392,250.591,251.345,252.041,251.593,251.986,251.597,250.821,251.151,251.639,251.906,251.953,251.708,251.378,251.553,251.379,250.552,251.858,251.819,249.72,250.418,250.324,250.962,251.971,250.747,251.88,251.876,251.385,251.318,249.37,250.977,250.375,250.814,250.819,251.405,251.584,250.955,250.816,251.635,250.366,251.513
251.637,251.554,251.458,251.456,251.484,251.591,251.238,251.198,251.438,251.476,251.565,251.451,251.337,251.212,251.563,251.764,251.477,251.316,251.318,251.41,251.497,251.464,251.354,251.189,251.37,251.457,251.167,251.559,251.661,250.109,250.993,251.924,250.767,249.229,250.961,251.21,251.173,251.534,252.006,251.255,251.279,251.886,250.888,252.424,251.48,251.068,249.882,250.325,249.87,247.413,250.444,251.36,251.354,251.305,251.171,251.484,250.898,251.445,250.539,250.176,248.965,249.225,251.437,250.082,250.341,251.368,249.266,247.695,248.76,249.416,249.924,250.528,249.876,248.583,248.144,249.601,248.728,250.205,249.884,249.859,250.042,247.993,248.589,250.115,250.424,250.642,250.719,251.25,250.027,249.501,249.971,249.095,250.928,250.728,250.659,251.251,251.256
251.476,251.535,251.567,251.544,251.37,251.185,251.321,251.444,251.463,251.332,251.173,251.236,251.338,251.608,251.607,251.402,251.139,251.398,251.544,251.357,251.156,251.221,251.437,251.729,251.527,251.242,251.133,251.529,250.295,250.92,251.133,248.707,251.375,250.763,248.811,249.185,249.711,247.441,246.644,249.867,249.749,249.445,250.125,249.616,251.149,250.199,250.539,249.879,249.94,251.215,250.781,251.55,251.515,251.677,251.385,250.651,251.214,250.548,250.723,250.78,251.528,250.761,250.249,249.406,249.748,248.964,249.907,250.243,250.428,250.814,249.363,250.097,250.753,249.373,249.88,250.678,251.292,250.716,249.576,249.077,250.258,250.591,250.521,249.799,249.702,250.462,249.505,248.939,248.176,250.712,250.47,249.789,250.379,250.876,250.978,251.409,251.136
