251.772,251.711,251.695,251.647,251.703,251.729,251.671,251.709,251.673,251.668,251.724,251.682,251.679,251.591,251.709,251.287,251.416,251.558,251.526,251.676,251.559,251.231,251.659,251.098,251.188,251.343,251.67,251.615,251.488,251.416,251,251.716,251.435,251.103,250.979,251.073,251.024,250.507,250.622,251.13,251.163,250.828,251.302,251.372,251.153,250.904,251.45,251.206,251.617
251.657,251.701,251.583,251.517,251.636,251.491,251.52,251.727,251.46,251.688,251.461,251.606,251.669,251.474,251.031,251.45,251.391,250.239,250.854,249.326,250.749,251.093,251.481,251.318,251.07,251.263,251.657,251.614,251.488,251.286,251.667,251.035,250.679,250.451,250.99,250.487,250.881,250.414,251.499,250.64,251.031,251.104,250.745,250.696,250.027,251.104,251.05,251.29,251.36
251.771,251.71,251.698,251.646,251.702,251.732,251.672,251.714,251.684,251.667,251.723,251.681,251.678,251.595,251.724,251.345,251.423,251.572,251.542,251.717,251.562,251.301,251.67,251.11,251.187,251.346,251.669,251.617,251.491,251.415,251.003,251.715,251.446,251.115,250.985,251.11,251.043,250.518,250.62,251.113,251.164,250.828,251.305,251.37,251.147,250.816,251.447,251.116,251.601
251.674,251.529,251.532,251.352,251.5,251.612,251.43,251.582,251.538,251.42,251.542,251.449,251.461,251.288,251.685,251.087,250.903,251.323,251.264,251.739,251.367,251.033,251.53,250.032,250.153,250.485,251.442,251.33,250.892,250.805,249.816,251.535,250.949,250.082,249.792,250.277,250.186,248.886,248.869,250.313,250.411,249.514,250.718,250.835,250.285,250.188,251.019,250.809,251.357
251.674,251.533,251.534,251.356,251.503,251.612,251.434,251.584,251.539,251.416,251.546,251.452,251.457,251.288,251.689,251.086,250.905,251.323,251.268,251.698,251.361,251.035,251.533,249.99,250.198,250.534,251.446,251.328,250.929,250.811,249.826,251.535,250.953,250.086,249.795,250.289,250.189,248.885,248.958,250.309,250.408,249.517,250.711,250.799,250.285,250.181,251.012,250.806,251.351
251.656,251.7,251.587,251.52,251.638,251.495,251.523,251.726,251.457,251.688,251.469,251.617,251.671,251.478,251.021,251.451,251.322,250.228,250.847,249.307,250.748,251.095,251.477,251.324,251.07,251.264,251.662,251.613,251.49,251.286,251.671,251.041,250.701,250.537,250.994,250.509,250.972,250.5,251.508,250.647,251.046,251.125,250.762,250.722,250.056,251.136,251.067,251.324,251.39
251.491,251.579,251.368,251.348,251.477,251.186,251.351,251.62,251.18,251.557,251.155,251.477,251.54,251.159,250.308,251.164,251.371,248.835,249.993,246.973,249.794,250.383,251.214,250.858,250.306,250.576,251.531,251.412,251.263,250.771,251.55,250.325,249.778,249.911,250.427,249.144,250.756,249.838,251.26,249.638,250.36,250.561,249.79,249.713,248.539,250.553,250.465,250.941,251.147
251.741,251.302,251.191,251.657,251.618,251.543,251.694,250.774,251.727,251.533,251.668,251.527,251.057,251.535,250.755,251.142,249.542,250.81,251.044,251.398,250.196,250.412,250.774,251.953,249.898,252.008,250.855,251.257,251.392,251.345,251.593,251.597,251.151,251.906,251.708,251.553,250.552,251.819,250.418,250.962,250.747,251.876,251.318,250.977,250.814,251.405,250.955,251.635,251.513
251.637,251.458,251.484,251.238,251.438,251.565,251.337,251.563,251.477,251.318,251.497,251.354,251.37,251.167,251.661,250.993,250.767,250.961,251.173,252.006,251.279,250.888,251.48,249.882,249.87,250.444,251.354,251.171,250.898,250.539,248.965,251.437,250.341,249.266,248.76,249.924,249.876,248.144,248.728,249.884,250.042,248.589,250.424,250.719,250.027,249.971,250.928,250.659,251.256
251.476,251.567,251.37,251.321,251.463,251.173,251.338,251.607,251.139,251.544,251.156,251.437,251.527,251.133,250.295,251.133,251.375,248.811,249.711,246.644,249.749,250.125,251.149,250.539,249.94,250.781,251.515,251.385,251.214,250.723,251.528,250.249,249.748,249.907,250.428,249.363,250.753,249.88,251.292,249.576,250.258,250.521,249.702,249.505,248.176,250.47,250.379,250.978,251.136
251.477,251.567,251.37,251.324,251.463,251.176,251.339,251.607,251.139,251.545,251.156,251.437,251.527,251.132,250.296,251.132,251.38,248.811,249.771,246.716,249.757,250.185,251.154,250.607,249.988,250.778,251.516,251.389,251.223,250.734,251.542,250.266,249.752,249.898,250.424,249.353,250.748,249.877,251.291,249.58,250.268,250.524,249.703,249.465,248.253,250.479,250.389,250.975,251.136
251.738,251.296,251.167,251.652,251.604,251.548,251.694,250.763,251.726,251.532,251.653,251.526,251.062,251.534,250.764,251.149,249.647,250.912,251.036,251.485,250.205,250.495,250.786,251.939,249.902,252,250.854,251.262,251.391,251.343,251.585,251.593,251.228,251.917,251.724,251.553,250.555,251.814,250.429,250.988,250.758,251.883,251.326,250.974,250.805,251.394,250.932,251.645,251.513
