251.772,251.753,251.554,251.737,251.738,251.712,251.711,251.7,251.694,251.705,251.711,251.727,251.695,251.716,251.725,251.741,251.701,251.682,251.647,251.609,251.583,251.623,251.7,251.689,251.703,251.703,251.715,251.723,251.728,251.737,251.729,251.666,251.658,251.683,251.701,251.706,251.671,251.643,251.649,251.609,251.636,251.653,251.709,251.748,251.788,251.769,251.75,251.751,251.673,251.681,251.639,251.642,251.678,251.685,251.668,251.677,251.656,251.7,251.731,251.692,251.724,251.722,251.71,251.698,251.726,251.727,251.682,251.505,251.635,251.625,251.632,251.722,251.679,251.698,251.704,251.695,251.729,251.698,251.591,251.705,251.705,251.701,251.066,251.72,251.709,251.541,250.749,251.189,250.574,251.128,251.287,251.329,251.417,251.598,251.694,251.443,251.416,250.949,251.454,250.889,251.669,251.47,251.558,251.312,251.27,251.556,251.584,251.659,251.526,251.412,251.518,251.68,251.652,250.916,251.676,251.638,251.584,251.55,251.566,251.797,251.559,251.808,251.849,251.81,252.097,251.659,251.231,251.61,251.71,251.953,251.82,251.731,251.659,251.642,250.858,251.544,251.289,251.14,251.098,250.835,250.929,251.274,251.347,251.168,251.188
251.657,251.668,251.719,251.686,251.681,251.695,251.701,251.703,251.693,251.67,251.664,251.626,251.583,251.522,251.515,251.515,251.552,251.571,251.517,251.543,251.578,251.592,251.608,251.634,251.636,251.632,251.602,251.587,251.577,251.547,251.491,251.522,251.546,251.512,251.482,251.51,251.52,251.549,251.688,251.721,251.667,251.644,251.727,251.685,251.631,251.611,251.47,251.449,251.46,251.444,251.515,251.552,251.566,251.652,251.688,251.659,251.623,251.593,251.542,251.537,251.461,251.414,251.495,251.533,251.558,251.611,251.606,251.688,251.679,251.756,251.746,251.45,251.669,251.541,251.536,251.517,251.479,251.44,251.474,251.52,251.678,251.648,251.858,251.783,251.031,251.391,251.597,251.351,251.756,251.886,251.45,251.424,250.783,250.073,251.291,251.108,251.391,251.133,251.026,251.242,251.097,251.558,250.239,250.382,251.022,250.444,250.759,250.806,250.854,250.468,250.156,249.688,249.853,249.748,249.326,250.087,250.383,250.788,250.589,249.072,250.749,250.383,250.705,250.582,249.008,250.539,251.093,251.038,250.516,250.815,250.712,251.073,251.481,251.421,251.452,251.133,251.062,251.043,251.318,251.389,251.326,251.048,251.064,251.139,251.07
251.771,251.752,251.553,251.736,251.737,251.711,251.71,251.699,251.693,251.704,251.714,251.73,251.698,251.719,251.731,251.743,251.703,251.681,251.646,251.608,251.582,251.622,251.699,251.688,251.702,251.702,251.714,251.722,251.727,251.736,251.732,251.673,251.664,251.689,251.704,251.707,251.672,251.65,251.657,251.616,251.643,251.659,251.714,251.753,251.792,251.775,251.754,251.755,251.684,251.684,251.646,251.648,251.685,251.684,251.667,251.676,251.655,251.699,251.73,251.691,251.723,251.724,251.713,251.7,251.728,251.726,251.681,251.504,251.634,251.624,251.631,251.721,251.678,251.7,251.706,251.697,251.731,251.697,251.595,251.709,251.71,251.707,251.068,251.725,251.724,251.549,250.76,251.203,250.555,251.185,251.345,251.387,251.481,251.662,251.705,251.454,251.423,250.954,251.462,250.896,251.678,251.482,251.572,251.326,251.29,251.575,251.611,251.674,251.542,251.428,251.529,251.691,251.664,250.928,251.717,251.649,251.594,251.558,251.574,251.801,251.562,251.822,251.863,251.819,252.106,251.672,251.301,251.62,251.718,251.961,251.831,251.742,251.67,251.653,250.866,251.557,251.301,251.152,251.11,250.848,250.938,251.273,251.346,251.166,251.187
251.674,251.622,251.126,251.587,251.589,251.528,251.529,251.49,251.486,251.512,251.569,251.61,251.532,251.584,251.633,251.632,251.536,251.447,251.352,251.257,251.194,251.286,251.477,251.448,251.5,251.502,251.532,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.52,251.43,251.418,251.47,251.351,251.403,251.435,251.582,251.693,251.785,251.751,251.67,251.671,251.538,251.48,251.402,251.41,251.505,251.469,251.42,251.434,251.38,251.498,251.575,251.467,251.542,251.565,251.545,251.513,251.596,251.572,251.449,251.016,251.326,251.316,251.348,251.565,251.461,251.509,251.526,251.507,251.589,251.483,251.288,251.572,251.607,251.592,249.991,251.66,251.685,251.246,249.304,250.378,249.828,250.812,251.087,251.169,251.39,251.853,251.632,251.015,250.903,249.751,251.012,249.7,251.586,251.153,251.323,250.704,250.668,251.346,251.513,251.587,251.264,250.958,251.175,251.581,251.518,249.696,251.739,251.356,251.249,251.221,251.253,251.832,251.367,251.885,252.027,251.862,252.539,251.528,251.033,251.401,251.604,252.262,251.895,251.694,251.53,251.486,249.525,251.21,250.593,250.128,250.032,249.209,249.436,250.312,250.52,250.087,250.153
251.674,251.626,251.125,251.591,251.593,251.532,251.533,251.49,251.482,251.515,251.572,251.613,251.534,251.584,251.633,251.632,251.536,251.451,251.356,251.261,251.198,251.286,251.477,251.45,251.503,251.505,251.535,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.521,251.434,251.422,251.471,251.353,251.401,251.437,251.584,251.697,251.789,251.755,251.67,251.672,251.539,251.48,251.406,251.414,251.509,251.469,251.416,251.433,251.379,251.501,251.575,251.471,251.546,251.568,251.549,251.517,251.596,251.573,251.452,251.018,251.332,251.322,251.348,251.565,251.457,251.508,251.525,251.511,251.593,251.486,251.288,251.572,251.607,251.592,249.995,251.664,251.689,251.243,249.302,250.371,249.822,250.805,251.086,251.167,251.386,251.848,251.625,251.01,250.905,249.758,251.018,249.702,251.586,251.153,251.323,250.704,250.664,251.342,251.513,251.591,251.268,250.962,251.179,251.581,251.518,249.7,251.698,251.315,251.204,251.176,251.211,251.787,251.361,251.881,252.025,251.859,252.54,251.53,251.035,251.405,251.604,252.267,251.9,251.697,251.533,251.487,249.526,251.207,250.586,250.079,249.99,249.197,249.444,250.363,250.568,250.135,250.198
251.656,251.668,251.719,251.686,251.681,251.695,251.7,251.702,251.693,251.674,251.668,251.631,251.587,251.521,251.515,251.515,251.551,251.575,251.52,251.546,251.576,251.59,251.617,251.637,251.638,251.631,251.602,251.587,251.577,251.551,251.495,251.527,251.551,251.504,251.485,251.513,251.523,251.547,251.688,251.72,251.666,251.643,251.726,251.688,251.634,251.614,251.478,251.453,251.457,251.452,251.518,251.555,251.564,251.652,251.688,251.658,251.622,251.593,251.546,251.544,251.469,251.422,251.495,251.532,251.557,251.611,251.617,251.699,251.69,251.762,251.746,251.453,251.671,251.544,251.538,251.521,251.484,251.445,251.478,251.52,251.678,251.645,251.855,251.779,251.021,251.389,251.591,251.348,251.758,251.891,251.451,251.427,250.734,250.014,251.23,251.039,251.322,251.061,251.008,251.229,251.091,251.55,250.228,250.378,251.018,250.439,250.754,250.8,250.847,250.462,250.147,249.676,249.842,249.737,249.307,250.074,250.371,250.78,250.581,249.064,250.748,250.382,250.706,250.587,249.016,250.541,251.095,251.035,250.513,250.815,250.704,251.07,251.477,251.418,251.451,251.142,251.071,251.052,251.324,251.389,251.325,251.047,251.064,251.139,251.07
251.491,251.512,251.622,251.549,251.539,251.569,251.579,251.583,251.566,251.557,251.541,251.467,251.368,251.211,251.195,251.198,251.287,251.362,251.348,251.4,251.435,251.458,251.467,251.47,251.477,251.444,251.387,251.343,251.321,251.298,251.186,251.248,251.314,251.25,251.275,251.331,251.351,251.37,251.553,251.62,251.511,251.463,251.62,251.562,251.456,251.415,251.183,251.116,251.18,251.237,251.336,251.411,251.4,251.487,251.557,251.499,251.43,251.356,251.29,251.304,251.155,251.061,251.175,251.248,251.296,251.403,251.477,251.65,251.624,251.74,251.674,251.114,251.54,251.287,251.276,251.256,251.179,251.107,251.159,251.207,251.519,251.537,251.992,251.813,250.308,250.982,251.452,250.935,251.715,251.993,251.164,251.105,250.166,248.689,251.118,250.812,251.371,250.907,250.36,250.738,250.419,251.378,248.835,249.125,250.373,249.222,249.825,249.912,249.993,249.256,248.656,247.695,248.04,247.862,246.973,248.481,249.089,249.911,249.518,246.447,249.794,249.069,249.686,249.482,246.358,249.319,250.383,250.276,249.275,249.805,249.67,250.416,251.214,251.095,251.117,250.515,250.398,250.343,250.858,250.925,250.808,250.253,250.285,250.441,250.306
251.741,251.633,251.717,251.49,251.494,251.414,251.302,251.379,251.385,251.335,251.255,251.197,251.191,251.465,251.562,251.567,251.54,251.56,251.657,251.728,251.844,251.708,251.626,251.632,251.618,251.672,251.592,251.482,251.573,251.532,251.543,251.643,251.599,251.657,251.691,251.68,251.694,251.626,251.521,251.557,251.642,251.543,250.774,250.693,250.68,250.774,251.62,251.68,251.727,251.723,251.649,251.58,251.461,251.519,251.533,251.524,251.579,251.55,251.591,251.653,251.668,251.743,251.625,251.701,251.605,251.513,251.527,251.658,251.437,251.076,251.269,251.241,251.057,251.538,251.468,251.585,251.587,251.656,251.535,251.386,250.298,250.297,250.704,249.309,250.755,250.594,251.062,251.463,251.318,248.807,251.142,251.269,251.488,251.178,249.684,249.986,249.542,249.93,250.642,250.005,249.876,249.204,250.81,251.917,251.555,251.607,250.611,250.962,251.044,251.802,251.73,251.378,251.28,251.931,251.398,252.056,251.96,250.488,250.473,250.966,250.196,251.123,250.139,250.965,250.995,250.508,250.412,250.358,251.61,248.893,251.248,251.066,250.774,250.621,251.738,251.856,252.07,252.128,251.953,251.915,251.961,250.734,249.929,250.186,249.898
251.637,251.595,251.007,251.554,251.556,251.454,251.458,251.429,251.402,251.456,251.53,251.581,251.484,251.534,251.595,251.591,251.451,251.36,251.238,251.121,251.064,251.198,251.436,251.415,251.438,251.414,251.451,251.476,251.488,251.539,251.565,251.424,251.386,251.451,251.46,251.447,251.337,251.326,251.373,251.212,251.315,251.377,251.563,251.693,251.807,251.764,251.635,251.638,251.477,251.377,251.307,251.316,251.435,251.386,251.318,251.35,251.284,251.41,251.516,251.404,251.497,251.525,251.504,251.464,251.545,251.515,251.354,250.818,251.197,251.189,251.213,251.479,251.37,251.478,251.5,251.457,251.557,251.423,251.167,251.518,251.579,251.559,249.575,251.644,251.661,251.138,248.769,250.109,249.526,250.691,250.993,251.092,251.363,251.924,251.644,250.867,250.767,249.32,250.858,249.229,251.538,250.788,250.961,250.154,250.137,251.21,251.47,251.532,251.173,250.765,251.043,251.534,251.458,249.247,252.006,251.481,251.31,251.255,251.31,252.06,251.279,251.923,252.098,251.886,252.756,251.518,250.888,251.356,251.55,252.424,251.943,251.679,251.48,251.383,248.973,251.068,250.285,249.996,249.882,249.271,249.453,250.325,250.572,249.802,249.87
251.476,251.498,251.608,251.535,251.525,251.556,251.567,251.571,251.554,251.544,251.528,251.454,251.37,251.2,251.183,251.185,251.262,251.336,251.321,251.373,251.407,251.444,251.453,251.457,251.463,251.419,251.361,251.332,251.296,251.285,251.173,251.235,251.3,251.236,251.261,251.317,251.338,251.357,251.54,251.608,251.497,251.449,251.607,251.548,251.442,251.402,251.169,251.076,251.139,251.198,251.297,251.398,251.388,251.473,251.544,251.486,251.417,251.357,251.291,251.305,251.156,251.061,251.162,251.221,251.255,251.362,251.437,251.624,251.613,251.729,251.662,251.102,251.527,251.274,251.262,251.242,251.151,251.08,251.133,251.194,251.512,251.529,251.999,251.806,250.295,250.968,251.433,250.92,251.711,251.984,251.133,251.08,250.157,248.707,251.149,250.837,251.375,250.925,250.383,250.763,250.435,251.383,248.811,249.092,250.335,249.185,249.777,249.864,249.711,248.996,248.396,247.441,248.019,247.54,246.644,248.122,249.035,249.867,249.474,246.415,249.749,249.023,249.644,249.445,246.101,249.06,250.125,249.984,249.244,249.616,249.626,250.373,251.149,250.995,250.8,250.199,250.082,250.025,250.539,250.536,250.419,249.879,249.915,250.075,249.94
