251.772,251.753,251.554,251.737,251.738,251.712,251.711,251.7,251.694,251.705,251.711,251.727,251.695,251.716,251.725,251.741,251.701,251.682,251.647,251.609,251.583,251.623,251.7,251.689,251.703,251.703,251.715,251.723,251.728,251.737,251.729,251.666,251.658,251.683,251.701,251.706,251.671,251.643,251.649,251.609,251.636,251.653,251.709,251.748,251.788,251.769,251.75,251.751,251.673,251.681,251.639,251.642,251.678,251.685,251.668,251.677,251.656,251.7,251.731,251.692,251.724,251.722,251.71,251.698,251.726,251.727,251.682,251.505,251.635,251.625,251.632,251.722,251.679
251.657,251.668,251.719,251.686,251.681,251.695,251.701,251.703,251.693,251.67,251.664,251.626,251.583,251.522,251.515,251.515,251.552,251.571,251.517,251.543,251.578,251.592,251.608,251.634,251.636,251.632,251.602,251.587,251.577,251.547,251.491,251.522,251.546,251.512,251.482,251.51,251.52,251.549,251.688,251.721,251.667,251.644,251.727,251.685,251.631,251.611,251.47,251.449,251.46,251.444,251.515,251.552,251.566,251.652,251.688,251.659,251.623,251.593,251.542,251.537,251.461,251.414,251.495,251.533,251.558,251.611,251.606,251.688,251.679,251.756,251.746,251.45,251.669
251.771,251.752,251.553,251.736,251.737,251.711,251.71,251.699,251.693,251.704,251.714,251.73,251.698,251.719,251.731,251.743,251.703,251.681,251.646,251.608,251.582,251.622,251.699,251.688,251.702,251.702,251.714,251.722,251.727,251.736,251.732,251.673,251.664,251.689,251.704,251.707,251.672,251.65,251.657,251.616,251.643,251.659,251.714,251.753,251.792,251.775,251.754,251.755,251.684,251.684,251.646,251.648,251.685,251.684,251.667,251.676,251.655,251.699,251.73,251.691,251.723,251.724,251.713,251.7,251.728,251.726,251.681,251.504,251.634,251.624,251.631,251.721,251.678
251.674,251.622,251.126,251.587,251.589,251.528,251.529,251.49,251.486,251.512,251.569,251.61,251.532,251.584,251.633,251.632,251.536,251.447,251.352,251.257,251.194,251.286,251.477,251.448,251.5,251.502,251.532,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.52,251.43,251.418,251.47,251.351,251.403,251.435,251.582,251.693,251.785,251.751,251.67,251.671,251.538,251.48,251.402,251.41,251.505,251.469,251.42,251.434,251.38,251.498,251.575,251.467,251.542,251.565,251.545,251.513,251.596,251.572,251.449,251.016,251.326,251.316,251.348,251.565,251.461
251.674,251.626,251.125,251.591,251.593,251.532,251.533,251.49,251.482,251.515,251.572,251.613,251.534,251.584,251.633,251.632,251.536,251.451,251.356,251.261,251.198,251.286,251.477,251.45,251.503,251.505,251.535,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.521,251.434,251.422,251.471,251.353,251.401,251.437,251.584,251.697,251.789,251.755,251.67,251.672,251.539,251.48,251.406,251.414,251.509,251.469,251.416,251.433,251.379,251.501,251.575,251.471,251.546,251.568,251.549,251.517,251.596,251.573,251.452,251.018,251.332,251.322,251.348,251.565,251.457
251.656,251.668,251.719,251.686,251.681,251.695,251.7,251.702,251.693,251.674,251.668,251.631,251.587,251.521,251.515,251.515,251.551,251.575,251.52,251.546,251.576,251.59,251.617,251.637,251.638,251.631,251.602,251.587,251.577,251.551,251.495,251.527,251.551,251.504,251.485,251.513,251.523,251.547,251.688,251.72,251.666,251.643,251.726,251.688,251.634,251.614,251.478,251.453,251.457,251.452,251.518,251.555,251.564,251.652,251.688,251.658,251.622,251.593,251.546,251.544,251.469,251.422,251.495,251.532,251.557,251.611,251.617,251.699,251.69,251.762,251.746,251.453,251.671
251.491,251.512,251.622,251.549,251.539,251.569,251.579,251.583,251.566,251.557,251.541,251.467,251.368,251.211,251.195,251.198,251.287,251.362,251.348,251.4,251.435,251.458,251.467,251.47,251.477,251.444,251.387,251.343,251.321,251.298,251.186,251.248,251.314,251.25,251.275,251.331,251.351,251.37,251.553,251.62,251.511,251.463,251.62,251.562,251.456,251.415,251.183,251.116,251.18,251.237,251.336,251.411,251.4,251.487,251.557,251.499,251.43,251.356,251.29,251.304,251.155,251.061,251.175,251.248,251.296,251.403,251.477,251.65,251.624,251.74,251.674,251.114,251.54
251.741,251.633,251.717,251.49,251.494,251.414,251.302,251.379,251.385,251.335,251.255,251.197,251.191,251.465,251.562,251.567,251.54,251.56,251.657,251.728,251.844,251.708,251.626,251.632,251.618,251.672,251.592,251.482,251.573,251.532,251.543,251.643,251.599,251.657,251.691,251.68,251.694,251.626,251.521,251.557,251.642,251.543,250.774,250.693,250.68,250.774,251.62,251.68,251.727,251.723,251.649,251.58,251.461,251.519,251.533,251.524,251.579,251.55,251.591,251.653,251.668,251.743,251.625,251.701,251.605,251.513,251.527,251.658,251.437,251.076,251.269,251.241,251.057
251.637,251.595,251.007,251.554,251.556,251.454,251.458,251.429,251.402,251.456,251.53,251.581,251.484,251.534,251.595,251.591,251.451,251.36,251.238,251.121,251.064,251.198,251.436,251.415,251.438,251.414,251.451,251.476,251.488,251.539,251.565,251.424,251.386,251.451,251.46,251.447,251.337,251.326,251.373,251.212,251.315,251.377,251.563,251.693,251.807,251.764,251.635,251.638,251.477,251.377,251.307,251.316,251.435,251.386,251.318,251.35,251.284,251.41,251.516,251.404,251.497,251.525,251.504,251.464,251.545,251.515,251.354,250.818,251.197,251.189,251.213,251.479,251.37
251.476,251.498,251.608,251.535,251.525,251.556,251.567,251.571,251.554,251.544,251.528,251.454,251.37,251.2,251.183,251.185,251.262,251.336,251.321,251.373,251.407,251.444,251.453,251.457,251.463,251.419,251.361,251.332,251.296,251.285,251.173,251.235,251.3,251.236,251.261,251.317,251.338,251.357,251.54,251.608,251.497,251.449,251.607,251.548,251.442,251.402,251.169,251.076,251.139,251.198,251.297,251.398,251.388,251.473,251.544,251.486,251.417,251.357,251.291,251.305,251.156,251.061,251.162,251.221,251.255,251.362,251.437,251.624,251.613,251.729,251.662,251.102,251.527
251.477,251.498,251.608,251.535,251.525,251.556,251.567,251.571,251.555,251.544,251.528,251.454,251.37,251.196,251.18,251.182,251.258,251.339,251.324,251.376,251.411,251.444,251.453,251.457,251.463,251.415,251.357,251.328,251.296,251.288,251.176,251.239,251.3,251.236,251.261,251.318,251.339,251.357,251.54,251.608,251.497,251.45,251.607,251.549,251.442,251.402,251.169,251.075,251.139,251.197,251.296,251.399,251.388,251.474,251.545,251.486,251.417,251.357,251.291,251.305,251.156,251.061,251.162,251.224,251.255,251.362,251.437,251.62,251.613,251.729,251.662,251.102,251.527
251.738,251.63,251.715,251.484,251.488,251.405,251.296,251.362,251.368,251.306,251.226,251.178,251.167,251.462,251.566,251.569,251.542,251.562,251.652,251.727,251.843,251.701,251.625,251.631,251.604,251.665,251.584,251.464,251.562,251.521,251.548,251.648,251.61,251.668,251.691,251.679,251.694,251.625,251.526,251.562,251.641,251.538,250.763,250.674,250.662,250.76,251.62,251.679,251.726,251.729,251.655,251.586,251.473,251.524,251.532,251.523,251.578,251.548,251.589,251.638,251.653,251.735,251.613,251.697,251.601,251.508,251.526,251.663,251.442,251.087,251.274,251.246,251.062
251.455,251.479,251.603,251.519,251.508,251.527,251.537,251.537,251.522,251.516,251.509,251.426,251.337,251.163,251.146,251.153,251.23,251.314,251.307,251.366,251.405,251.423,251.429,251.429,251.439,251.405,251.34,251.299,251.282,251.254,251.13,251.212,251.256,251.185,251.219,251.282,251.303,251.321,251.523,251.596,251.474,251.418,251.593,251.531,251.399,251.355,251.101,251.036,251.111,251.19,251.298,251.372,251.355,251.451,251.525,251.458,251.381,251.321,251.252,251.269,251.101,250.984,251.086,251.174,251.235,251.355,251.455,251.645,251.602,251.728,251.656,251.027,251.508
251.613,251.57,250.915,251.523,251.525,251.447,251.449,251.419,251.383,251.405,251.489,251.546,251.435,251.488,251.56,251.556,251.42,251.321,251.184,251.053,250.97,251.126,251.392,251.36,251.377,251.386,251.428,251.461,251.475,251.488,251.52,251.362,251.32,251.401,251.41,251.381,251.292,251.283,251.335,251.205,251.299,251.372,251.58,251.68,251.807,251.761,251.612,251.612,251.433,251.343,251.27,251.285,251.417,251.32,251.284,251.323,251.236,251.381,251.459,251.337,251.453,251.488,251.466,251.422,251.507,251.463,251.313,250.71,251.177,251.164,251.156,251.456,251.342
251.456,251.48,251.604,251.52,251.509,251.524,251.534,251.534,251.519,251.512,251.51,251.427,251.337,251.164,251.147,251.153,251.23,251.315,251.308,251.367,251.406,251.424,251.43,251.43,251.44,251.406,251.341,251.296,251.279,251.251,251.126,251.213,251.257,251.185,251.22,251.283,251.304,251.322,251.524,251.597,251.475,251.419,251.594,251.532,251.396,251.352,251.098,251.032,251.108,251.191,251.299,251.373,251.356,251.452,251.526,251.459,251.382,251.322,251.253,251.27,251.101,250.981,251.083,251.171,251.231,251.352,251.456,251.646,251.603,251.729,251.657,251.028,251.509
251.724,251.576,251.681,251.432,251.423,251.33,251.241,251.36,251.319,251.265,251.176,251.125,251.126,251.506,251.594,251.537,251.506,251.527,251.605,251.703,251.835,251.685,251.621,251.627,251.607,251.662,251.571,251.479,251.543,251.501,251.508,251.619,251.603,251.684,251.713,251.701,251.699,251.619,251.472,251.509,251.594,251.506,250.661,250.594,250.581,250.676,251.588,251.637,251.673,251.695,251.611,251.537,251.448,251.488,251.517,251.505,251.58,251.547,251.599,251.662,251.678,251.744,251.608,251.673,251.55,251.446,251.447,251.623,251.434,251.054,251.263,251.232,250.976
