251.477,251.498,251.608,251.535,251.525,251.556,251.567,251.571,251.555,251.544,251.528,251.454,251.37,251.196,251.18,251.182,251.258,251.339,251.324,251.376,251.411,251.444,251.453,251.457,251.463,251.415,251.357,251.328,251.296,251.288,251.176,251.239,251.3,251.236,251.261,251.318,251.339
251.738,251.63,251.715,251.484,251.488,251.405,251.296,251.362,251.368,251.306,251.226,251.178,251.167,251.462,251.566,251.569,251.542,251.562,251.652,251.727,251.843,251.701,251.625,251.631,251.604,251.665,251.584,251.464,251.562,251.521,251.548,251.648,251.61,251.668,251.691,251.679,251.694
251.455,251.479,251.603,251.519,251.508,251.527,251.537,251.537,251.522,251.516,251.509,251.426,251.337,251.163,251.146,251.153,251.23,251.314,251.307,251.366,251.405,251.423,251.429,251.429,251.439,251.405,251.34,251.299,251.282,251.254,251.13,251.212,251.256,251.185,251.219,251.282,251.303
251.613,251.57,250.915,251.523,251.525,251.447,251.449,251.419,251.383,251.405,251.489,251.546,251.435,251.488,251.56,251.556,251.42,251.321,251.184,251.053,250.97,251.126,251.392,251.36,251.377,251.386,251.428,251.461,251.475,251.488,251.52,251.362,251.32,251.401,251.41,251.381,251.292
251.456,251.48,251.604,251.52,251.509,251.524,251.534,251.534,251.519,251.512,251.51,251.427,251.337,251.164,251.147,251.153,251.23,251.315,251.308,251.367,251.406,251.424,251.43,251.43,251.44,251.406,251.341,251.296,251.279,251.251,251.126,251.213,251.257,251.185,251.22,251.283,251.304
251.724,251.576,251.681,251.432,251.423,251.33,251.241,251.36,251.319,251.265,251.176,251.125,251.126,251.506,251.594,251.537,251.506,251.527,251.605,251.703,251.835,251.685,251.621,251.627,251.607,251.662,251.571,251.479,251.543,251.501,251.508,251.619,251.603,251.684,251.713,251.701,251.699
251.727,251.587,251.688,251.441,251.436,251.346,251.257,251.375,251.349,251.29,251.2,251.149,251.15,251.507,251.595,251.54,251.508,251.529,251.607,251.704,251.837,251.691,251.628,251.634,251.613,251.663,251.573,251.48,251.542,251.499,251.506,251.617,251.601,251.685,251.715,251.702,251.705
251.728,251.587,251.699,251.397,251.413,251.302,251.203,251.359,251.421,251.337,251.219,251.159,251.183,251.486,251.588,251.567,251.497,251.525,251.605,251.649,251.856,251.694,251.636,251.638,251.608,251.634,251.52,251.43,251.535,251.487,251.467,251.617,251.586,251.653,251.703,251.679,251.703
251.718,251.564,251.672,251.376,251.39,251.28,251.197,251.351,251.394,251.332,251.219,251.16,251.169,251.474,251.574,251.548,251.492,251.516,251.6,251.658,251.843,251.69,251.621,251.626,251.593,251.621,251.508,251.406,251.521,251.47,251.473,251.615,251.609,251.679,251.712,251.694,251.715
251.515,251.466,250.635,251.403,251.404,251.308,251.308,251.28,251.203,251.21,251.334,251.419,251.262,251.337,251.428,251.415,251.264,251.136,250.967,250.799,250.64,250.877,251.222,251.224,251.219,251.268,251.324,251.312,251.326,251.349,251.397,251.19,251.139,251.23,251.231,251.205,251.098
251.544,251.497,250.708,251.44,251.441,251.354,251.354,251.323,251.265,251.275,251.385,251.454,251.315,251.385,251.477,251.468,251.332,251.216,251.048,250.893,250.749,250.947,251.271,251.263,251.281,251.308,251.36,251.363,251.377,251.4,251.444,251.255,251.205,251.287,251.279,251.267,251.174
251.513,251.465,250.634,251.401,251.402,251.307,251.306,251.279,251.204,251.212,251.335,251.417,251.261,251.336,251.422,251.409,251.249,251.122,250.957,250.789,250.636,250.881,251.227,251.228,251.223,251.267,251.323,251.311,251.324,251.347,251.396,251.189,251.137,251.228,251.233,251.213,251.097
251.287,251.306,251.46,251.351,251.327,251.394,251.392,251.401,251.371,251.377,251.326,251.199,251.08,250.912,250.898,250.875,250.963,251.079,251.099,251.223,251.258,251.256,251.246,251.231,251.264,251.229,251.129,251.122,251.106,251.038,250.879,250.961,250.99,250.902,250.984,251.088,251.109
251.7,251.557,251.671,251.354,251.371,251.274,251.147,251.317,251.391,251.299,251.178,251.115,251.124,251.446,251.549,251.523,251.484,251.509,251.596,251.654,251.828,251.649,251.575,251.58,251.576,251.599,251.477,251.382,251.489,251.435,251.438,251.591,251.593,251.665,251.697,251.678,251.701
251.492,251.444,250.619,251.34,251.341,251.214,251.214,251.232,251.152,251.165,251.33,251.408,251.15,251.218,251.317,251.279,251.138,250.978,250.834,250.639,250.5,250.824,251.184,251.222,251.216,251.217,251.282,251.154,251.167,251.186,251.236,250.952,250.935,251.067,251.134,251.17,251.07
251.292,251.316,251.531,251.385,251.367,251.412,251.426,251.412,251.379,251.391,251.338,251.212,251.091,250.836,250.812,250.832,250.915,251.052,251.085,251.175,251.249,251.254,251.248,251.228,251.242,251.207,251.114,251.115,251.105,251.069,250.856,250.929,250.966,250.871,250.948,251.026,251.039
251.689,251.545,251.648,251.312,251.335,251.239,251.134,251.33,251.383,251.301,251.155,251.09,251.08,251.402,251.517,251.49,251.472,251.497,251.586,251.645,251.82,251.664,251.587,251.592,251.581,251.602,251.463,251.33,251.444,251.386,251.392,251.55,251.584,251.658,251.689,251.669,251.693
251.689,251.545,251.634,251.293,251.319,251.222,251.118,251.33,251.383,251.3,251.147,251.082,251.078,251.411,251.522,251.495,251.472,251.497,251.586,251.644,251.819,251.664,251.586,251.592,251.581,251.602,251.452,251.326,251.452,251.395,251.4,251.559,251.584,251.657,251.688,251.668,251.693
251.498,251.45,250.627,251.36,251.361,251.235,251.236,251.241,251.159,251.174,251.339,251.418,251.183,251.249,251.35,251.314,251.173,250.941,250.785,250.592,250.455,250.835,251.193,251.231,251.224,251.234,251.302,251.2,251.213,251.199,251.249,250.929,250.898,251.054,251.11,251.176,251.076
251.492,251.444,250.619,251.345,251.346,251.219,251.219,251.232,251.152,251.166,251.33,251.409,251.16,251.228,251.327,251.28,251.139,250.973,250.834,250.639,250.5,250.825,251.185,251.223,251.216,251.221,251.286,251.169,251.182,251.197,251.247,250.953,250.93,251.062,251.135,251.17,251.07
251.498,251.451,250.628,251.36,251.361,251.235,251.236,251.242,251.159,251.174,251.339,251.418,251.183,251.249,251.351,251.315,251.173,250.954,250.798,250.605,250.468,250.836,251.193,251.231,251.224,251.234,251.302,251.2,251.214,251.205,251.254,250.942,250.911,251.061,251.118,251.176,251.077
251.663,251.513,251.663,251.284,251.308,251.222,251.109,251.31,251.368,251.264,251.139,251.066,251.082,251.369,251.49,251.46,251.425,251.463,251.564,251.625,251.803,251.654,251.558,251.566,251.571,251.573,251.433,251.291,251.415,251.332,251.343,251.543,251.553,251.646,251.673,251.651,251.681
251.737,251.597,251.717,251.422,251.438,251.244,251.146,251.295,251.436,251.307,251.189,251.13,251.213,251.509,251.62,251.604,251.549,251.589,251.656,251.624,251.827,251.643,251.661,251.657,251.572,251.602,251.502,251.472,251.577,251.535,251.526,251.678,251.667,251.726,251.756,251.709,251.733
251.498,251.45,250.624,251.364,251.365,251.222,251.222,251.221,251.143,251.155,251.334,251.413,251.195,251.263,251.362,251.331,251.19,251.023,250.848,250.636,250.495,250.801,251.174,251.227,251.221,251.236,251.3,251.217,251.23,251.243,251.293,251.023,250.965,251.089,251.135,251.161,251.061
251.146,251.167,251.269,251.166,251.146,251.283,251.286,251.281,251.238,251.251,251.169,251.049,250.944,250.791,250.718,250.713,250.802,250.931,250.998,251.126,251.121,251.097,251.07,251.049,251.13,251.1,250.924,250.923,250.907,250.858,250.7,250.881,250.855,250.758,250.817,250.953,250.973
251.14,251.162,251.281,251.178,251.158,251.276,251.279,251.274,251.232,251.245,251.154,251.035,250.93,250.785,250.73,250.725,250.813,250.943,250.992,251.119,251.1,251.077,251.051,251.03,251.124,251.094,250.944,250.943,250.928,250.878,250.72,250.875,250.867,250.77,250.829,250.947,250.968
251.14,251.162,251.281,251.178,251.158,251.276,251.279,251.274,251.232,251.245,251.156,251.037,250.932,250.785,250.73,250.725,250.814,250.943,250.992,251.119,251.104,251.08,251.055,251.034,251.124,251.094,250.944,250.944,250.928,250.878,250.72,250.875,250.867,250.77,250.829,250.947,250.968
251.261,251.286,251.52,251.36,251.341,251.385,251.401,251.385,251.352,251.367,251.307,251.171,251.043,250.791,250.767,250.792,250.853,250.996,251.018,251.11,251.217,251.219,251.213,251.192,251.205,251.169,251.072,251.074,251.068,251.019,250.8,250.872,250.91,250.812,250.9,250.971,250.983
251.649,251.49,251.658,251.241,251.269,251.195,251.072,251.3,251.359,251.269,251.146,251.068,251.089,251.388,251.49,251.458,251.421,251.44,251.547,251.611,251.788,251.643,251.539,251.546,251.564,251.574,251.428,251.299,251.412,251.341,251.351,251.548,251.56,251.636,251.663,251.642,251.676
251.233,251.256,251.517,251.335,251.316,251.359,251.376,251.359,251.328,251.343,251.276,251.098,250.96,250.7,250.688,250.722,250.837,250.987,251.003,251.097,251.178,251.179,251.177,251.156,251.153,251.119,251.017,251.02,251.03,251.002,250.794,250.864,250.903,250.785,250.833,250.894,250.904
251.192,251.206,251.486,251.294,251.275,251.318,251.338,251.32,251.291,251.306,251.216,251.068,250.909,250.629,250.6,250.658,250.755,250.926,250.912,251.009,251.096,251.095,251.119,251.099,251.099,251.065,250.953,250.96,250.96,250.956,250.741,250.81,250.849,250.769,250.753,250.795,250.803
251.649,251.484,251.651,251.226,251.257,251.188,251.061,251.299,251.358,251.268,251.145,251.067,251.089,251.387,251.489,251.458,251.42,251.439,251.547,251.611,251.783,251.639,251.534,251.542,251.564,251.574,251.428,251.299,251.411,251.34,251.351,251.548,251.559,251.636,251.663,251.642,251.676
251.615,251.463,251.662,251.222,251.248,251.168,251.055,251.27,251.331,251.241,251.125,251.005,251.043,251.343,251.431,251.395,251.343,251.334,251.454,251.524,251.759,251.639,251.517,251.524,251.535,251.547,251.364,251.241,251.353,251.278,251.284,251.528,251.54,251.59,251.62,251.602,251.661
251.286,251.31,251.528,251.38,251.362,251.407,251.421,251.407,251.365,251.377,251.323,251.204,251.082,250.819,250.795,250.815,250.898,251.053,251.077,251.167,251.243,251.247,251.242,251.213,251.226,251.191,251.097,251.108,251.098,251.062,250.841,250.913,250.95,250.855,250.922,251.016,251.029
251.193,251.205,251.485,251.295,251.275,251.319,251.338,251.321,251.291,251.307,251.211,251.064,250.905,250.628,250.599,250.662,250.763,250.931,250.924,251.021,251.103,251.102,251.12,251.099,251.094,251.061,250.948,250.955,250.955,250.956,250.745,250.814,250.853,250.769,250.765,250.806,250.814
251.466,251.382,250.248,251.295,251.293,251.199,251.197,251.147,251.061,251.015,251.171,251.249,251.062,251.194,251.374,251.361,251.22,251.089,250.781,250.591,250.428,250.66,251.162,251.158,251.046,251.136,251.203,251.233,251.271,251.299,251.354,251.131,251.034,251.121,251.16,251.166,251.11
251.616,251.463,251.663,251.222,251.248,251.169,251.056,251.271,251.332,251.242,251.126,251.001,251.039,251.338,251.427,251.391,251.35,251.339,251.459,251.528,251.757,251.64,251.517,251.525,251.536,251.548,251.359,251.237,251.349,251.273,251.279,251.529,251.54,251.588,251.618,251.6,251.661
251.468,251.392,250.259,251.301,251.299,251.205,251.201,251.162,251.077,251.037,251.186,251.265,251.083,251.216,251.387,251.374,251.233,251.102,250.797,250.607,250.446,250.674,251.173,251.169,251.077,251.152,251.219,251.24,251.272,251.3,251.352,251.129,251.04,251.127,251.169,251.175,251.111
251.466,251.39,250.257,251.291,251.289,251.195,251.192,251.161,251.075,251.031,251.18,251.259,251.077,251.214,251.385,251.372,251.231,251.1,250.789,250.599,250.438,250.666,251.171,251.167,251.075,251.15,251.217,251.238,251.27,251.298,251.352,251.129,251.039,251.127,251.167,251.173,251.109
251.15,251.167,251.447,251.251,251.232,251.276,251.299,251.281,251.252,251.267,251.188,251.043,250.816,250.546,250.507,250.555,250.737,250.9,250.91,251.011,251.037,251.035,251.032,251.011,251.065,251.032,250.879,250.891,250.89,250.877,250.716,250.786,250.825,250.736,250.746,250.739,250.746
251.475,251.413,249.957,251.338,251.336,251.241,251.225,251.182,251.072,251.052,251.187,251.276,251.094,251.244,251.427,251.41,251.265,251.135,250.857,250.642,250.484,250.703,251.197,251.194,251.135,251.162,251.235,251.228,251.249,251.275,251.36,251.124,251.047,251.137,251.172,251.191,251.112
251.482,251.421,250.11,251.345,251.343,251.248,251.204,251.161,251.062,251.042,251.158,251.252,251.036,251.176,251.453,251.434,251.28,251.151,250.827,250.591,250.434,250.65,251.212,251.209,251.144,251.182,251.266,251.215,251.236,251.259,251.325,251.055,250.978,251.069,251.165,251.22,251.139
251.149,251.166,251.447,251.251,251.232,251.275,251.298,251.281,251.252,251.267,251.187,251.042,250.826,250.556,250.517,250.565,250.737,250.9,250.909,251.01,251.027,251.025,251.022,251.002,251.065,251.031,250.885,250.896,250.896,250.883,250.715,250.786,250.825,250.736,250.745,250.729,250.736
251.472,251.41,249.844,251.336,251.334,251.239,251.223,251.18,251.061,251.041,251.176,251.265,251.083,251.242,251.425,251.408,251.263,251.132,250.855,250.641,250.483,250.702,251.195,251.192,251.132,251.152,251.225,251.218,251.239,251.264,251.358,251.122,251.045,251.135,251.171,251.19,251.112
251.482,251.421,250.11,251.345,251.343,251.248,251.199,251.156,251.057,251.037,251.165,251.258,251.048,251.189,251.453,251.434,251.28,251.151,250.819,250.578,250.421,250.637,251.212,251.209,251.144,251.182,251.267,251.221,251.242,251.265,251.331,251.057,250.98,251.071,251.16,251.22,251.139
