251.772,251.737,251.711,251.705,251.695,251.741,251.647,251.623,251.703,251.723,251.729,251.683,251.671
251.657,251.686,251.701,251.67,251.583,251.515,251.517,251.592,251.636,251.587,251.491,251.512,251.52
251.771,251.736,251.71,251.704,251.698,251.743,251.646,251.622,251.702,251.722,251.732,251.689,251.672
251.674,251.587,251.529,251.512,251.532,251.632,251.352,251.286,251.5,251.562,251.612,251.519,251.43
251.674,251.591,251.533,251.515,251.534,251.632,251.356,251.286,251.503,251.562,251.612,251.519,251.434
251.656,251.686,251.7,251.674,251.587,251.515,251.52,251.59,251.638,251.587,251.495,251.504,251.523
251.491,251.549,251.579,251.557,251.368,251.198,251.348,251.458,251.477,251.343,251.186,251.25,251.351
251.741,251.49,251.302,251.335,251.191,251.567,251.657,251.708,251.618,251.482,251.543,251.657,251.694
251.637,251.554,251.458,251.456,251.484,251.591,251.238,251.198,251.438,251.476,251.565,251.451,251.337
251.476,251.535,251.567,251.544,251.37,251.185,251.321,251.444,251.463,251.332,251.173,251.236,251.338
251.477,251.535,251.567,251.544,251.37,251.182,251.324,251.444,251.463,251.328,251.176,251.236,251.339
251.738,251.484,251.296,251.306,251.167,251.569,251.652,251.701,251.604,251.464,251.548,251.668,251.694
251.455,251.519,251.537,251.516,251.337,251.153,251.307,251.423,251.439,251.299,251.13,251.185,251.303
251.613,251.523,251.449,251.405,251.435,251.556,251.184,251.126,251.377,251.461,251.52,251.401,251.292
251.456,251.52,251.534,251.512,251.337,251.153,251.308,251.424,251.44,251.296,251.126,251.185,251.304
251.724,251.432,251.241,251.265,251.126,251.537,251.605,251.685,251.607,251.479,251.508,251.684,251.699
251.727,251.441,251.257,251.29,251.15,251.54,251.607,251.691,251.613,251.48,251.506,251.685,251.705
251.728,251.397,251.203,251.337,251.183,251.567,251.605,251.694,251.608,251.43,251.467,251.653,251.703
251.718,251.376,251.197,251.332,251.169,251.548,251.6,251.69,251.593,251.406,251.473,251.679,251.715
251.515,251.403,251.308,251.21,251.262,251.415,250.967,250.877,251.219,251.312,251.397,251.23,251.098
251.544,251.44,251.354,251.275,251.315,251.468,251.048,250.947,251.281,251.363,251.444,251.287,251.174
251.513,251.401,251.306,251.212,251.261,251.409,250.957,250.881,251.223,251.311,251.396,251.228,251.097
251.287,251.351,251.392,251.377,251.08,250.875,251.099,251.256,251.264,251.122,250.879,250.902,251.109
251.7,251.354,251.147,251.299,251.124,251.523,251.596,251.649,251.576,251.382,251.438,251.665,251.701
251.492,251.34,251.214,251.165,251.15,251.279,250.834,250.824,251.216,251.154,251.236,251.067,251.07
251.292,251.385,251.426,251.391,251.091,250.832,251.085,251.254,251.242,251.115,250.856,250.871,251.039
251.689,251.312,251.134,251.301,251.08,251.49,251.586,251.664,251.581,251.33,251.392,251.658,251.693
251.689,251.293,251.118,251.3,251.078,251.495,251.586,251.664,251.581,251.326,251.4,251.657,251.693
251.498,251.36,251.236,251.174,251.183,251.314,250.785,250.835,251.224,251.2,251.249,251.054,251.076
251.492,251.345,251.219,251.166,251.16,251.28,250.834,250.825,251.216,251.169,251.247,251.062,251.07
251.498,251.36,251.236,251.174,251.183,251.315,250.798,250.836,251.224,251.2,251.254,251.061,251.077
251.663,251.284,251.109,251.264,251.082,251.46,251.564,251.654,251.571,251.291,251.343,251.646,251.681
251.737,251.422,251.146,251.307,251.213,251.604,251.656,251.643,251.572,251.472,251.526,251.726,251.733
251.498,251.364,251.222,251.155,251.195,251.331,250.848,250.801,251.221,251.217,251.293,251.089,251.061
251.146,251.166,251.286,251.251,250.944,250.713,250.998,251.097,251.13,250.923,250.7,250.758,250.973
251.14,251.178,251.279,251.245,250.93,250.725,250.992,251.077,251.124,250.943,250.72,250.77,250.968
251.14,251.178,251.279,251.245,250.932,250.725,250.992,251.08,251.124,250.944,250.72,250.77,250.968
251.261,251.36,251.401,251.367,251.043,250.792,251.018,251.219,251.205,251.074,250.8,250.812,250.983
251.649,251.241,251.072,251.269,251.089,251.458,251.547,251.643,251.564,251.299,251.351,251.636,251.676
251.233,251.335,251.376,251.343,250.96,250.722,251.003,251.179,251.153,251.02,250.794,250.785,250.904
251.192,251.294,251.338,251.306,250.909,250.658,250.912,251.095,251.099,250.96,250.741,250.769,250.803
251.649,251.226,251.061,251.268,251.089,251.458,251.547,251.639,251.564,251.299,251.351,251.636,251.676
251.615,251.222,251.055,251.241,251.043,251.395,251.454,251.639,251.535,251.241,251.284,251.59,251.661
251.286,251.38,251.421,251.377,251.082,250.815,251.077,251.247,251.226,251.108,250.841,250.855,251.029
251.193,251.295,251.338,251.307,250.905,250.662,250.924,251.102,251.094,250.955,250.745,250.769,250.814
251.466,251.295,251.197,251.015,251.062,251.361,250.781,250.66,251.046,251.233,251.354,251.121,251.11
251.616,251.222,251.056,251.242,251.039,251.391,251.459,251.64,251.536,251.237,251.279,251.588,251.661
251.468,251.301,251.201,251.037,251.083,251.374,250.797,250.674,251.077,251.24,251.352,251.127,251.111
251.466,251.291,251.192,251.031,251.077,251.372,250.789,250.666,251.075,251.238,251.352,251.127,251.109
251.15,251.251,251.299,251.267,250.816,250.555,250.91,251.035,251.065,250.891,250.716,250.736,250.746
