251.772,251.753,251.554,251.737,251.738,251.712,251.711,251.7,251.694,251.705,251.711,251.727,251.695,251.716,251.725,251.741,251.701,251.682,251.647,251.609,251.583,251.623,251.7,251.689,251.703,251.703,251.715,251.723,251.728,251.737,251.729,251.666,251.658,251.683,251.701,251.706,251.671,251.643,251.649,251.609,251.636,251.653,251.709,251.748,251.788,251.769,251.75,251.751,251.673,251.681,251.639,251.642,251.678,251.685,251.668,251.677,251.656,251.7,251.731,251.692,251.724,251.722,251.71,251.698,251.726,251.727,251.682,251.505,251.635,251.625,251.632,251.722,251.679,251.698,251.704,251.695,251.729,251.698,251.591,251.705,251.705,251.701,251.066,251.72,251.709,251.541,250.749,251.189,250.574,251.128,251.287,251.329,251.417,251.598,251.694,251.443,251.416,250.949,251.454,250.889,251.669,251.47,251.558,251.312,251.27,251.556,251.584,251.659,251.526,251.412,251.518,251.68,251.652,250.916,251.676,251.638,251.584,251.55,251.566,251.797,251.559,251.808,251.849,251.81,252.097,251.659,251.231,251.61,251.71,251.953,251.82,251.731,251.659,251.642,250.858,251.544,251.289,251.14,251.098,250.835,250.929,251.274,251.347,251.168,251.188,251.055,250.679,250.554,251.007,251.179,251.343,251.51,251.584,251.671,251.695,251.661,251.67,251.634,251.619,251.642,251.018,251.642,251.615,251.825,251.761,251.712,251.64,251.481,251.488,251.528,251.567,251.71,251.68,251.348,251.416,251.416,251.462,251.292,251.248,251.184,251,251.138,251.123,251.114,251.157,251.449,251.716,251.693,251.504,251.349,251.24,251.13,251.435,251.511,251.677,251.629,251.43,251.379,251.103,251.042,250.884,250.635,251.049,250.88,250.979,250.852,250.553,250.978,251.126,250.929,251.073,251.093,251.282,251.279,251.256,251.176,251.024,250.706,250.79,250.623,250.611,250.728,250.507,250.884,250.994,250.935,250.79,250.794,250.622,250.974,251.031,251.201,251.253,251.353,251.13,251.102,251.059,251.13,251.113,251.253,251.163,250.943,251.072,250.626,250.651,250.741,250.828,251.257,251.34,251.01,251.007,251.016,251.302,251.239,251.362,251.315,251.327,251.27,251.372,250.91,251.31,251.562,251.526,251.561,251.153,251.023,251.031,250.91,251.16,251.143,250.904,251.276,251.4,250.826,251.195,251.509,251.45,251.467,251.582,251.23,251.206,251.479,251.206,251.55,251.518,251.579,251.654,251.692,251.617
251.657,251.668,251.719,251.686,251.681,251.695,251.701,251.703,251.693,251.67,251.664,251.626,251.583,251.522,251.515,251.515,251.552,251.571,251.517,251.543,251.578,251.592,251.608,251.634,251.636,251.632,251.602,251.587,251.577,251.547,251.491,251.522,251.546,251.512,251.482,251.51,251.52,251.549,251.688,251.721,251.667,251.644,251.727,251.685,251.631,251.611,251.47,251.449,251.46,251.444,251.515,251.552,251.566,251.652,251.688,251.659,251.623,251.593,251.542,251.537,251.461,251.414,251.495,251.533,251.558,251.611,251.606,251.688,251.679,251.756,251.746,251.45,251.669,251.541,251.536,251.517,251.479,251.44,251.474,251.52,251.678,251.648,251.858,251.783,251.031,251.391,251.597,251.351,251.756,251.886,251.45,251.424,250.783,250.073,251.291,251.108,251.391,251.133,251.026,251.242,251.097,251.558,250.239,250.382,251.022,250.444,250.759,250.806,250.854,250.468,250.156,249.688,249.853,249.748,249.326,250.087,250.383,250.788,250.589,249.072,250.749,250.383,250.705,250.582,249.008,250.539,251.093,251.038,250.516,250.815,250.712,251.073,251.481,251.421,251.452,251.133,251.062,251.043,251.318,251.389,251.326,251.048,251.064,251.139,251.07,250.698,251.115,251.468,250.828,250.994,251.263,251.576,251.542,251.641,251.669,251.64,251.657,251.588,251.673,251.759,251.887,251.653,251.614,250.948,250.947,251.24,251.636,251.518,251.488,251.103,251.166,251.19,251.046,251.666,251.286,251.53,250.917,251.312,251.262,251.565,251.667,251.5,251.474,251.257,250.99,251.203,251.035,251.083,250.752,250.531,251.047,251.057,250.679,250.874,250.451,250.384,250.316,250.387,250.451,250.61,250.495,250.849,250.95,250.682,250.99,250.426,251.15,251.167,251.183,250.907,250.487,250.936,250.911,250.88,250.832,250.781,250.881,250.389,250.224,250.144,250.316,250.509,250.414,250.434,250.354,250.89,251.352,251.632,251.499,251.27,251.251,251.215,251.129,250.852,250.64,250.709,250.478,250.398,250.713,250.577,251.031,251.089,251.264,251.151,251.107,250.859,251.104,250.971,250.249,250.763,250.739,250.737,250.745,251.086,251.137,251.155,250.908,250.673,250.696,251.039,250.887,250.339,250.264,250.192,250.027,250.37,250.492,251.221,251.05,251.175,251.104,251.203,250.332,250.762,250.637,250.698,251.05,250.987,250.105,251.228,251.197,251.186,251.29,251.641,251.424,251.499,251.059,251.152,251.36
251.771,251.752,251.553,251.736,251.737,251.711,251.71,251.699,251.693,251.704,251.714,251.73,251.698,251.719,251.731,251.743,251.703,251.681,251.646,251.608,251.582,251.622,251.699,251.688,251.702,251.702,251.714,251.722,251.727,251.736,251.732,251.673,251.664,251.689,251.704,251.707,251.672,251.65,251.657,251.616,251.643,251.659,251.714,251.753,251.792,251.775,251.754,251.755,251.684,251.684,251.646,251.648,251.685,251.684,251.667,251.676,251.655,251.699,251.73,251.691,251.723,251.724,251.713,251.7,251.728,251.726,251.681,251.504,251.634,251.624,251.631,251.721,251.678,251.7,251.706,251.697,251.731,251.697,251.595,251.709,251.71,251.707,251.068,251.725,251.724,251.549,250.76,251.203,250.555,251.185,251.345,251.387,251.481,251.662,251.705,251.454,251.423,250.954,251.462,250.896,251.678,251.482,251.572,251.326,251.29,251.575,251.611,251.674,251.542,251.428,251.529,251.691,251.664,250.928,251.717,251.649,251.594,251.558,251.574,251.801,251.562,251.822,251.863,251.819,252.106,251.672,251.301,251.62,251.718,251.961,251.831,251.742,251.67,251.653,250.866,251.557,251.301,251.152,251.11,250.848,250.938,251.273,251.346,251.166,251.187,251.054,250.678,250.553,251.006,251.182,251.346,251.513,251.587,251.67,251.694,251.66,251.669,251.633,251.618,251.641,251.017,251.641,251.617,251.827,251.763,251.714,251.644,251.484,251.491,251.531,251.566,251.709,251.679,251.347,251.415,251.414,251.465,251.294,251.25,251.191,251.003,251.141,251.126,251.113,251.156,251.448,251.715,251.698,251.51,251.357,251.248,251.139,251.446,251.523,251.689,251.644,251.442,251.392,251.115,251.056,250.892,250.64,251.055,250.887,250.985,250.865,250.567,250.994,251.146,250.957,251.11,251.123,251.311,251.307,251.284,251.194,251.043,250.754,250.805,250.637,250.617,250.74,250.518,250.897,251.008,250.945,250.788,250.781,250.62,250.971,251.019,251.185,251.244,251.34,251.113,251.084,251.03,251.115,251.116,251.257,251.164,250.944,251.064,250.627,250.663,250.753,250.828,251.261,251.341,250.932,250.928,250.939,251.305,251.246,251.37,251.324,251.338,251.274,251.37,250.833,251.301,251.548,251.515,251.552,251.147,251.014,251.02,250.916,251.066,251.051,250.816,251.272,251.396,250.823,251.188,251.509,251.447,251.455,251.576,251.15,251.254,251.453,251.116,251.531,251.508,251.565,251.638,251.672,251.601
251.674,251.622,251.126,251.587,251.589,251.528,251.529,251.49,251.486,251.512,251.569,251.61,251.532,251.584,251.633,251.632,251.536,251.447,251.352,251.257,251.194,251.286,251.477,251.448,251.5,251.502,251.532,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.52,251.43,251.418,251.47,251.351,251.403,251.435,251.582,251.693,251.785,251.751,251.67,251.671,251.538,251.48,251.402,251.41,251.505,251.469,251.42,251.434,251.38,251.498,251.575,251.467,251.542,251.565,251.545,251.513,251.596,251.572,251.449,251.016,251.326,251.316,251.348,251.565,251.461,251.509,251.526,251.507,251.589,251.483,251.288,251.572,251.607,251.592,249.991,251.66,251.685,251.246,249.304,250.378,249.828,250.812,251.087,251.169,251.39,251.853,251.632,251.015,250.903,249.751,251.012,249.7,251.586,251.153,251.323,250.704,250.668,251.346,251.513,251.587,251.264,250.958,251.175,251.581,251.518,249.696,251.739,251.356,251.249,251.221,251.253,251.832,251.367,251.885,252.027,251.862,252.539,251.528,251.033,251.401,251.604,252.262,251.895,251.694,251.53,251.486,249.525,251.21,250.593,250.128,250.032,249.209,249.436,250.312,250.52,250.087,250.153,249.748,248.855,248.53,249.615,250.079,250.485,251.067,251.249,251.451,251.522,251.422,251.442,251.336,251.32,251.385,249.874,251.39,251.33,251.852,251.683,251.554,251.405,250.868,250.892,250.98,251.067,251.552,251.472,250.657,250.805,250.857,250.92,250.518,250.406,250.306,249.816,250.191,250.144,250.047,250.157,250.876,251.535,251.555,251.049,250.735,250.479,250.198,250.949,251.152,251.527,251.425,250.889,250.8,250.082,250.004,249.629,248.925,249.949,249.546,249.792,249.518,248.832,249.866,250.271,249.861,250.277,250.26,250.714,250.693,250.612,250.47,250.186,249.704,249.619,249.21,249.118,249.456,248.886,249.867,250.118,250.034,249.268,249.305,248.869,249.833,249.995,250.536,250.658,250.878,250.313,250.238,250.207,250.285,250.282,250.641,250.411,249.924,250.178,249.064,249.179,249.41,249.514,250.554,250.731,250.444,250.423,250.466,250.718,250.65,250.961,250.762,250.809,250.542,250.835,250.107,250.685,251.345,251.225,251.287,250.285,249.9,249.946,249.87,250.807,250.781,250.188,250.667,250.94,249.557,250.414,251.16,251.019,251.068,251.316,250.846,250.962,251.06,250.809,251.33,251.146,251.335,251.483,251.575,251.357
251.674,251.626,251.125,251.591,251.593,251.532,251.533,251.49,251.482,251.515,251.572,251.613,251.534,251.584,251.633,251.632,251.536,251.451,251.356,251.261,251.198,251.286,251.477,251.45,251.503,251.505,251.535,251.562,251.572,251.593,251.612,251.496,251.466,251.519,251.53,251.521,251.434,251.422,251.471,251.353,251.401,251.437,251.584,251.697,251.789,251.755,251.67,251.672,251.539,251.48,251.406,251.414,251.509,251.469,251.416,251.433,251.379,251.501,251.575,251.471,251.546,251.568,251.549,251.517,251.596,251.573,251.452,251.018,251.332,251.322,251.348,251.565,251.457,251.508,251.525,251.511,251.593,251.486,251.288,251.572,251.607,251.592,249.995,251.664,251.689,251.243,249.302,250.371,249.822,250.805,251.086,251.167,251.386,251.848,251.625,251.01,250.905,249.758,251.018,249.702,251.586,251.153,251.323,250.704,250.664,251.342,251.513,251.591,251.268,250.962,251.179,251.581,251.518,249.7,251.698,251.315,251.204,251.176,251.211,251.787,251.361,251.881,252.025,251.859,252.54,251.53,251.035,251.405,251.604,252.267,251.9,251.697,251.533,251.487,249.526,251.207,250.586,250.079,249.99,249.197,249.444,250.363,250.568,250.135,250.198,249.796,248.902,248.584,249.671,250.136,250.534,251.063,251.246,251.454,251.525,251.427,251.446,251.34,251.325,251.392,249.875,251.389,251.328,251.851,251.681,251.556,251.407,250.913,250.929,251.017,251.108,251.553,251.476,250.662,250.811,250.862,250.925,250.52,250.409,250.313,249.826,250.202,250.154,250.045,250.155,250.874,251.535,251.556,251.049,250.736,250.479,250.199,250.953,251.155,251.533,251.436,250.899,250.803,250.086,250.005,249.634,248.93,249.954,249.551,249.795,249.524,248.838,249.875,250.279,249.869,250.289,250.277,250.724,250.703,250.625,250.482,250.189,249.703,249.615,249.205,249.115,249.455,248.885,249.865,250.116,250.037,249.359,249.398,248.958,249.884,250.047,250.541,250.661,250.875,250.309,250.232,250.202,250.282,250.277,250.635,250.408,249.92,250.173,249.058,249.182,249.413,249.517,250.552,250.725,250.438,250.416,250.459,250.711,250.64,250.953,250.735,250.778,250.51,250.799,250.078,250.659,251.338,251.219,251.29,250.285,249.906,249.95,249.874,250.802,250.776,250.181,250.659,250.929,249.544,250.405,251.155,251.012,251.064,251.308,250.84,250.957,251.055,250.806,251.324,251.14,251.325,251.473,251.569,251.351
251.656,251.668,251.719,251.686,251.681,251.695,251.7,251.702,251.693,251.674,251.668,251.631,251.587,251.521,251.515,251.515,251.551,251.575,251.52,251.546,251.576,251.59,251.617,251.637,251.638,251.631,251.602,251.587,251.577,251.551,251.495,251.527,251.551,251.504,251.485,251.513,251.523,251.547,251.688,251.72,251.666,251.643,251.726,251.688,251.634,251.614,251.478,251.453,251.457,251.452,251.518,251.555,251.564,251.652,251.688,251.658,251.622,251.593,251.546,251.544,251.469,251.422,251.495,251.532,251.557,251.611,251.617,251.699,251.69,251.762,251.746,251.453,251.671,251.544,251.538,251.521,251.484,251.445,251.478,251.52,251.678,251.645,251.855,251.779,251.021,251.389,251.591,251.348,251.758,251.891,251.451,251.427,250.734,250.014,251.23,251.039,251.322,251.061,251.008,251.229,251.091,251.55,250.228,250.378,251.018,250.439,250.754,250.8,250.847,250.462,250.147,249.676,249.842,249.737,249.307,250.074,250.371,250.78,250.581,249.064,250.748,250.382,250.706,250.587,249.016,250.541,251.095,251.035,250.513,250.815,250.704,251.07,251.477,251.418,251.451,251.142,251.071,251.052,251.324,251.389,251.325,251.047,251.064,251.139,251.07,250.698,251.115,251.472,250.832,250.999,251.264,251.577,251.544,251.641,251.666,251.644,251.662,251.588,251.672,251.759,251.887,251.653,251.613,250.952,250.952,251.243,251.639,251.52,251.49,251.101,251.165,251.182,251.046,251.665,251.286,251.529,250.916,251.311,251.271,251.574,251.671,251.504,251.474,251.244,250.99,251.202,251.041,251.082,250.822,250.531,251.048,251.069,250.701,250.903,250.469,250.403,250.406,250.401,250.537,250.623,250.508,250.858,250.959,250.686,250.994,250.433,251.169,251.186,251.203,250.93,250.509,250.956,250.925,250.886,250.919,250.869,250.972,250.475,250.306,250.23,250.407,250.599,250.5,250.522,250.443,250.973,251.361,251.64,251.508,251.287,251.255,251.221,251.138,250.858,250.647,250.718,250.498,250.413,250.728,250.593,251.046,251.104,251.279,251.167,251.121,250.875,251.125,250.981,250.264,250.773,250.743,250.739,250.762,251.101,251.154,251.169,250.925,250.699,250.722,251.066,250.913,250.363,250.281,250.219,250.056,250.4,250.512,251.247,251.069,251.195,251.136,251.227,250.353,250.782,250.657,250.716,251.067,251.004,250.13,251.261,251.231,251.222,251.324,251.67,251.462,251.533,251.16,251.185,251.39
251.491,251.512,251.622,251.549,251.539,251.569,251.579,251.583,251.566,251.557,251.541,251.467,251.368,251.211,251.195,251.198,251.287,251.362,251.348,251.4,251.435,251.458,251.467,251.47,251.477,251.444,251.387,251.343,251.321,251.298,251.186,251.248,251.314,251.25,251.275,251.331,251.351,251.37,251.553,251.62,251.511,251.463,251.62,251.562,251.456,251.415,251.183,251.116,251.18,251.237,251.336,251.411,251.4,251.487,251.557,251.499,251.43,251.356,251.29,251.304,251.155,251.061,251.175,251.248,251.296,251.403,251.477,251.65,251.624,251.74,251.674,251.114,251.54,251.287,251.276,251.256,251.179,251.107,251.159,251.207,251.519,251.537,251.992,251.813,250.308,250.982,251.452,250.935,251.715,251.993,251.164,251.105,250.166,248.689,251.118,250.812,251.371,250.907,250.36,250.738,250.419,251.378,248.835,249.125,250.373,249.222,249.825,249.912,249.993,249.256,248.656,247.695,248.04,247.862,246.973,248.481,249.089,249.911,249.518,246.447,249.794,249.069,249.686,249.482,246.358,249.319,250.383,250.276,249.275,249.805,249.67,250.416,251.214,251.095,251.117,250.515,250.398,250.343,250.858,250.925,250.808,250.253,250.285,250.441,250.306,249.611,250.478,251.21,249.693,250.002,250.576,251.437,251.366,251.564,251.591,251.498,251.531,251.364,251.528,251.692,251.987,251.483,251.412,250.118,250.122,250.681,251.455,251.307,251.263,250.469,250.594,250.602,250.284,251.515,250.771,251.244,250.032,250.814,250.798,251.371,251.55,251.228,251.143,250.796,250.205,250.6,250.325,250.46,250.365,249.42,250.439,250.456,249.778,250.223,249.265,249.158,249.597,249.167,249.911,249.449,249.212,250.02,250.403,249.843,250.427,249.358,250.822,250.792,250.765,250.002,249.144,250.047,249.965,249.893,250.641,250.576,250.756,249.872,249.584,249.417,249.782,250.058,249.838,249.827,249.666,250.646,250.957,251.492,251.26,250.866,250.896,250.784,250.597,250.019,249.638,249.787,249.314,249.128,249.745,249.473,250.36,250.468,250.806,250.605,250.501,250.032,250.561,250.27,248.886,249.857,249.755,249.737,249.79,250.445,250.548,250.541,250.071,249.674,249.713,250.399,250.132,248.845,248.89,248.855,248.539,249.227,249.298,250.777,250.332,250.591,250.553,250.704,248.755,249.643,249.371,249.796,250.465,250.347,248.665,250.832,250.772,250.778,250.941,251.689,251.327,251.441,251.091,250.76,251.147
251.741,251.633,251.717,251.49,251.494,251.414,251.302,251.379,251.385,251.335,251.255,251.197,251.191,251.465,251.562,251.567,251.54,251.56,251.657,251.728,251.844,251.708,251.626,251.632,251.618,251.672,251.592,251.482,251.573,251.532,251.543,251.643,251.599,251.657,251.691,251.68,251.694,251.626,251.521,251.557,251.642,251.543,250.774,250.693,250.68,250.774,251.62,251.68,251.727,251.723,251.649,251.58,251.461,251.519,251.533,251.524,251.579,251.55,251.591,251.653,251.668,251.743,251.625,251.701,251.605,251.513,251.527,251.658,251.437,251.076,251.269,251.241,251.057,251.538,251.468,251.585,251.587,251.656,251.535,251.386,250.298,250.297,250.704,249.309,250.755,250.594,251.062,251.463,251.318,248.807,251.142,251.269,251.488,251.178,249.684,249.986,249.542,249.93,250.642,250.005,249.876,249.204,250.81,251.917,251.555,251.607,250.611,250.962,251.044,251.802,251.73,251.378,251.28,251.931,251.398,252.056,251.96,250.488,250.473,250.966,250.196,251.123,250.139,250.965,250.995,250.508,250.412,250.358,251.61,248.893,251.248,251.066,250.774,250.621,251.738,251.856,252.07,252.128,251.953,251.915,251.961,250.734,249.929,250.186,249.898,252.44,252.035,252.548,252.513,252.321,252.008,251.483,251.382,250.572,250.222,250.773,250.855,251.49,250.773,250.378,250.882,250.576,251.257,250.676,251.15,251.158,250.807,251.491,251.392,251.619,250.929,250.591,250.619,250.916,251.345,249.825,252.11,252.041,252.067,251.402,251.593,250.323,250.732,251.986,251.952,251.699,251.597,250.967,251.283,250.821,250.672,251.342,251.151,250.875,251.674,251.639,251.316,251.895,251.906,251.215,250.114,251.953,251.627,251.864,251.708,251.999,251.23,251.378,251.46,251.601,251.553,251.375,251.115,251.379,250.543,250.59,250.552,250.873,251.22,251.858,251.579,251.469,251.819,251.234,250.741,249.72,250.147,249.406,250.418,250.537,250.071,250.324,249.985,250.282,250.962,251.111,251.348,251.971,251.803,250.994,250.747,250.2,249.513,251.88,251.831,251.961,251.876,251.538,251.747,251.385,251.407,251.549,251.318,249.741,249.549,249.37,249.046,251.179,250.977,250.742,250.944,250.375,250.47,250.557,250.814,251.59,251.487,250.819,251.067,251.102,251.405,250.241,251.316,251.584,251.21,251.193,250.955,251.531,251.932,250.816,251.338,251.631,251.635,248.514,250.506,250.366,250.41,250.545,251.513
251.637,251.595,251.007,251.554,251.556,251.454,251.458,251.429,251.402,251.456,251.53,251.581,251.484,251.534,251.595,251.591,251.451,251.36,251.238,251.121,251.064,251.198,251.436,251.415,251.438,251.414,251.451,251.476,251.488,251.539,251.565,251.424,251.386,251.451,251.46,251.447,251.337,251.326,251.373,251.212,251.315,251.377,251.563,251.693,251.807,251.764,251.635,251.638,251.477,251.377,251.307,251.316,251.435,251.386,251.318,251.35,251.284,251.41,251.516,251.404,251.497,251.525,251.504,251.464,251.545,251.515,251.354,250.818,251.197,251.189,251.213,251.479,251.37,251.478,251.5,251.457,251.557,251.423,251.167,251.518,251.579,251.559,249.575,251.644,251.661,251.138,248.769,250.109,249.526,250.691,250.993,251.092,251.363,251.924,251.644,250.867,250.767,249.32,250.858,249.229,251.538,250.788,250.961,250.154,250.137,251.21,251.47,251.532,251.173,250.765,251.043,251.534,251.458,249.247,252.006,251.481,251.31,251.255,251.31,252.06,251.279,251.923,252.098,251.886,252.756,251.518,250.888,251.356,251.55,252.424,251.943,251.679,251.48,251.383,248.973,251.068,250.285,249.996,249.882,249.271,249.453,250.325,250.572,249.802,249.87,249.339,247.854,247.413,248.991,249.567,250.444,250.892,251.118,251.36,251.452,251.332,251.354,251.222,251.21,251.305,249.378,251.263,251.171,251.806,251.621,251.484,251.305,250.872,250.898,251.007,251.085,251.445,251.298,250.344,250.539,250.498,250.697,250.176,249.667,249.55,248.965,249.434,249.384,249.225,249.39,250.273,251.437,251.467,250.825,250.082,249.768,249.409,250.341,250.982,251.486,251.368,250.669,250.555,249.266,249.052,248.581,247.695,249.353,248.454,248.76,248.602,247.763,249.416,249.873,249.363,249.924,250.002,250.558,250.528,250.431,250.216,249.876,249.253,249.11,248.583,248.45,248.839,248.144,249.351,249.661,249.601,249.185,249.303,248.728,249.638,249.786,250.205,250.355,250.57,249.884,249.788,249.758,249.859,249.872,250.317,250.042,249.451,249.772,247.993,248.194,248.457,248.589,250.237,250.429,250.115,250.089,250.135,250.424,250.38,250.779,250.642,250.681,250.321,250.719,249.832,250.487,251.25,251.129,251.259,250.027,249.589,249.626,249.501,250.689,250.701,249.971,250.515,250.827,249.095,250.2,251.089,250.928,250.969,251.272,250.728,250.867,250.939,250.659,251.322,251.061,251.251,251.44,251.544,251.256
251.476,251.498,251.608,251.535,251.525,251.556,251.567,251.571,251.554,251.544,251.528,251.454,251.37,251.2,251.183,251.185,251.262,251.336,251.321,251.373,251.407,251.444,251.453,251.457,251.463,251.419,251.361,251.332,251.296,251.285,251.173,251.235,251.3,251.236,251.261,251.317,251.338,251.357,251.54,251.608,251.497,251.449,251.607,251.548,251.442,251.402,251.169,251.076,251.139,251.198,251.297,251.398,251.388,251.473,251.544,251.486,251.417,251.357,251.291,251.305,251.156,251.061,251.162,251.221,251.255,251.362,251.437,251.624,251.613,251.729,251.662,251.102,251.527,251.274,251.262,251.242,251.151,251.08,251.133,251.194,251.512,251.529,251.999,251.806,250.295,250.968,251.433,250.92,251.711,251.984,251.133,251.08,250.157,248.707,251.149,250.837,251.375,250.925,250.383,250.763,250.435,251.383,248.811,249.092,250.335,249.185,249.777,249.864,249.711,248.996,248.396,247.441,248.019,247.54,246.644,248.122,249.035,249.867,249.474,246.415,249.749,249.023,249.644,249.445,246.101,249.06,250.125,249.984,249.244,249.616,249.626,250.373,251.149,250.995,250.8,250.199,250.082,250.025,250.539,250.536,250.419,249.879,249.915,250.075,249.94,249.315,250.472,251.215,249.901,250.154,250.781,251.44,251.369,251.55,251.56,251.483,251.515,251.349,251.513,251.677,251.975,251.411,251.385,250.105,250.104,250.651,251.426,251.273,251.214,250.422,250.547,250.548,250.24,251.482,250.723,251.199,249.997,250.78,250.778,251.322,251.528,251.192,251.107,250.761,250.169,250.58,250.249,250.413,250.332,249.406,250.418,250.422,249.748,250.21,249.093,248.964,249.417,248.976,249.907,249.671,249.429,250.243,250.405,249.857,250.428,249.209,250.84,250.814,250.764,250.222,249.363,250.257,250.199,250.097,250.643,250.58,250.753,249.861,249.582,249.373,249.804,250.086,249.88,249.87,249.708,250.678,250.984,251.523,251.292,250.824,250.855,250.716,250.529,249.976,249.576,249.735,249.27,249.077,249.688,249.412,250.258,250.4,250.766,250.591,250.496,250,250.521,250.221,248.723,249.799,249.696,249.665,249.702,250.366,250.464,250.462,249.978,249.342,249.505,250.353,250.057,248.939,248.847,248.795,248.176,248.864,248.939,250.712,250.273,250.531,250.47,250.628,248.893,249.789,249.485,249.72,250.379,250.314,248.66,250.876,250.814,250.827,250.978,251.679,251.307,251.409,251.072,250.741,251.136
